File Name,Hearing Date,Decision Date,Case Number,Address,Type,Section,Description,Decision,OCR Flag
4501 BUTLER ST - 097-17.pdf,"May 11, 2017","June 29, 2017",,4501 Butler Street,Variance,904.02.B.2,"requested for restaurant approximately 2,459 sf. ft.","Decision: The Applicant’s request for a variances from Code Section 904.02.B.2 and specialexceptions pursuant to Code Section 916.09 is hereby APOPROVED, subject to thefollowing conditions:1) The proposed outdoor area will not expand beyond seating for 75 persons;2) No amplified sounds, speakers, projectors, or TV screens will be permitted in theoutdoor area;3) The outdoor area shall be closed by 11 p.m. on weekdays and 12 a.m. onweekends;4) An outdoor bar will not be installed;5) The outdoor smoker will be located away from adjacent residential properties andthe Applicant will minimize smoke and odors;6) The Applicant will continue to work with the community to address issues relatedto noise from the restaurant;7) The Applicant will install security cameras on the site; and8) The Applicant will comply with the Residential Compatibility Standards regardingloading and refuse operations and will identify a loading space that will not inhibittraffic on Butler Street.",True
4501 BUTLER ST - 097-17.pdf,"May 11, 2017","June 29, 2017",,4501 Butler Street,Special Exception,| ' 916.09,oo . . og cae Waiver for Residential Compatibility,"Decision: The Applicant’s request for a variances from Code Section 904.02.B.2 and specialexceptions pursuant to Code Section 916.09 is hereby APOPROVED, subject to thefollowing conditions:1) The proposed outdoor area will not expand beyond seating for 75 persons;2) No amplified sounds, speakers, projectors, or TV screens will be permitted in theoutdoor area;3) The outdoor area shall be closed by 11 p.m. on weekdays and 12 a.m. onweekends;4) An outdoor bar will not be installed;5) The outdoor smoker will be located away from adjacent residential properties andthe Applicant will minimize smoke and odors;6) The Applicant will continue to work with the community to address issues relatedto noise from the restaurant;7) The Applicant will install security cameras on the site; and8) The Applicant will comply with the Residential Compatibility Standards regardingloading and refuse operations and will identify a loading space that will not inhibittraffic on Butler Street.",True
4501 BUTLER ST - 097-17.pdf,"May 11, 2017","June 29, 2017",,4501 Butler Street,Special Exception,916.02.A.02,Minimum 15ft rear setback required; 3ft for additions requested,"Decision: The Applicant’s request for a variances from Code Section 904.02.B.2 and specialexceptions pursuant to Code Section 916.09 is hereby APOPROVED, subject to thefollowing conditions:1) The proposed outdoor area will not expand beyond seating for 75 persons;2) No amplified sounds, speakers, projectors, or TV screens will be permitted in theoutdoor area;3) The outdoor area shall be closed by 11 p.m. on weekdays and 12 a.m. onweekends;4) An outdoor bar will not be installed;5) The outdoor smoker will be located away from adjacent residential properties andthe Applicant will minimize smoke and odors;6) The Applicant will continue to work with the community to address issues relatedto noise from the restaurant;7) The Applicant will install security cameras on the site; and8) The Applicant will comply with the Residential Compatibility Standards regardingloading and refuse operations and will identify a loading space that will not inhibittraffic on Butler Street.",True
4501 BUTLER ST - 097-17.pdf,"May 11, 2017","June 29, 2017",,4501 Butler Street,Special Exception,91 60.4 .B,Refuse receptacles shall be at least 30ft from residential districts;,"Decision: The Applicant’s request for a variances from Code Section 904.02.B.2 and specialexceptions pursuant to Code Section 916.09 is hereby APOPROVED, subject to thefollowing conditions:1) The proposed outdoor area will not expand beyond seating for 75 persons;2) No amplified sounds, speakers, projectors, or TV screens will be permitted in theoutdoor area;3) The outdoor area shall be closed by 11 p.m. on weekdays and 12 a.m. onweekends;4) An outdoor bar will not be installed;5) The outdoor smoker will be located away from adjacent residential properties andthe Applicant will minimize smoke and odors;6) The Applicant will continue to work with the community to address issues relatedto noise from the restaurant;7) The Applicant will install security cameras on the site; and8) The Applicant will comply with the Residential Compatibility Standards regardingloading and refuse operations and will identify a loading space that will not inhibittraffic on Butler Street.",True
4501 BUTLER ST - 097-17.pdf,"May 11, 2017","June 29, 2017",,4501 Butler Street,Special Exception,91 60.4 .B,23ft requested,"Decision: The Applicant’s request for a variances from Code Section 904.02.B.2 and specialexceptions pursuant to Code Section 916.09 is hereby APOPROVED, subject to thefollowing conditions:1) The proposed outdoor area will not expand beyond seating for 75 persons;2) No amplified sounds, speakers, projectors, or TV screens will be permitted in theoutdoor area;3) The outdoor area shall be closed by 11 p.m. on weekdays and 12 a.m. onweekends;4) An outdoor bar will not be installed;5) The outdoor smoker will be located away from adjacent residential properties andthe Applicant will minimize smoke and odors;6) The Applicant will continue to work with the community to address issues relatedto noise from the restaurant;7) The Applicant will install security cameras on the site; and8) The Applicant will comply with the Residential Compatibility Standards regardingloading and refuse operations and will identify a loading space that will not inhibittraffic on Butler Street.",True
4501 BUTLER ST - 097-17.pdf,"May 11, 2017","June 29, 2017",,4501 Butler Street,Special Exception,91 60.4 .B,—,"Decision: The Applicant’s request for a variances from Code Section 904.02.B.2 and specialexceptions pursuant to Code Section 916.09 is hereby APOPROVED, subject to thefollowing conditions:1) The proposed outdoor area will not expand beyond seating for 75 persons;2) No amplified sounds, speakers, projectors, or TV screens will be permitted in theoutdoor area;3) The outdoor area shall be closed by 11 p.m. on weekdays and 12 a.m. onweekends;4) An outdoor bar will not be installed;5) The outdoor smoker will be located away from adjacent residential properties andthe Applicant will minimize smoke and odors;6) The Applicant will continue to work with the community to address issues relatedto noise from the restaurant;7) The Applicant will install security cameras on the site; and8) The Applicant will comply with the Residential Compatibility Standards regardingloading and refuse operations and will identify a loading space that will not inhibittraffic on Butler Street.",True
4501 BUTLER ST - 80-P-183 - ZBA CASE 013-20.pdf,"Lo - January 23, 2020 .","March 5, 2020",", 13 of 2020",. 4501 Butler Street,Special, :,Restaurant (General) use is a special exception in the LNC,Decision: The Applicant’s request for a special exception pursuant to Code Section 911.04.A.57is hereby APPROVED.,True
4520 Centre Ave - 136 of 2023.pdf,"October 5, 2023 (Virtual Hearing)","November 16, 2023",136 of 2023,4520 Centre Avenue,Special Exception, Section 909.01.M.4(10) Z,"Restaurant (General) Division of Development Administration and Review City of Pittsburgh, Department of City Planning 200 Ross Street, Third Floor Pittsburgh, Pennsylvania 15219 ONING BOARD OF ADJUSTMENT","Decision: The Applicant’s request for a special exception pursuant to Section 911.04.A.57to allow a 4,266 restaurant (general) use is hereby APPROVED.",False
4520 PENN AVE - 077-17.pdf,"March 9, 2017","June 15, 2017",77 of 2017,4520 Penn Avenue,Special Exception, 911.04.A.34,Use as hotel (general) is a Special Exception in LNC District,"Decision: The Applicant’s request for special exceptions pursuant to Sections 911.04.A.34 and916.09 and dimensional variances from Code Section 903.03.D.s is herebyAPPROVED, subject to: 1) the conditions set forth in the March 9, 2017 lettersubmitted by the Bloomfield Citizens Council; 2) the conditions set forth in the March29, 2017 letter of Bloomfield Development Corporation, including conditions relatingto construction, design, parking and landscaping; and 3) any additional approvalsrequired for signage or other design features.",True
4520 PENN AVE - 077-17.pdf,"March 9, 2017","June 15, 2017",77 of 2017,4520 Penn Avenue,Special Exception,| 916.09,Waiver of Residential Compatibility Standards,"Decision: The Applicant’s request for special exceptions pursuant to Sections 911.04.A.34 and916.09 and dimensional variances from Code Section 903.03.D.s is herebyAPPROVED, subject to: 1) the conditions set forth in the March 9, 2017 lettersubmitted by the Bloomfield Citizens Council; 2) the conditions set forth in the March29, 2017 letter of Bloomfield Development Corporation, including conditions relatingto construction, design, parking and landscaping; and 3) any additional approvalsrequired for signage or other design features.",True
455 - S 26TH ST - 0012-H-00265-  -00 - ZBA CASE 222-18.pdf,"November 8, 2018","December 13, 2018",222 of 2018,"455 S. 26"" Street",Variance, 911.04.A.4,Use as animal care (general) is not permitted in SP-5 zone.,"Decision: The Applicant’s request for a variance from Code Section 911.04.A.4 is herebyAPPROVED.al 4aCee Mitinger, ChairLaShawn Burton-Faulk John J. RichardsonoRq",True
455 26TH ST - 12-H-265 - ZBA CASE 102-20.pdf,,"September 18, 2020",.,,Variance,,"Canopy signs shall not extend above the height of Section 919.03.M.5(c )
the canopy or be more than 8” tall. Two canopy signs with | a maximum 3’8” letter height extend above the height of -| the canopy.:","Decision: The Applicant’s request for variances from 919.03.M.8(d)(ii) and 919.03.M.5(c) ishereby APPROVED, subject to the conditions that the 18 sf projecting signs shall bebanner signs and no additional signage for the commercial space described shall be.permitted.",True
455 26TH ST - 12-H-265 - ZBA CASE 102-20.pdf,,"September 18, 2020",.,,Variance,,"Maximum 9 sf per side; 18 sf requested for two signs
Section 919.03.M.8(d)(ii)","Decision: The Applicant’s request for variances from 919.03.M.8(d)(ii) and 919.03.M.5(c) ishereby APPROVED, subject to the conditions that the 18 sf projecting signs shall bebanner signs and no additional signage for the commercial space described shall be.permitted.",True
4552 CARROLL ST 161-14.pdf,"July 17, 2014","August 7, 2014",161 of 2014 ',4552 Carroll Street,Variance, | 903.03.E.2,Minimum 5ft interior side setback required and Oft requested,Decision: The Applicant’s request for dimensional variance pursuant to Code 903.03.E.2 ishereby APPROVED.,True
4560 Centre Ave  27-D-80 ZBA 176 OF 2020.pdf,"October 1, 2020 (Virtual Hearing)","November 16, 2020",176 of 2020,4560 Centre Avenue,Variance, Section 919.03.M.5(c),A sign shall not project above a canopy,"Decision: The application for variances from Section 919.03.M.5(a) is DENIED, withoutprejudice to resubmit a revised signage proposal.",False
4560 Centre Ave  27-D-80 ZBA 176 OF 2020.pdf,"October 1, 2020 (Virtual Hearing)","November 16, 2020",176 of 2020,4560 Centre Avenue,Variance, Section 919.03.M.5(c),"A canopy sign shall not exceed 8’’ in height, two 3’ by 17’ (51 sf) signs proposed","Decision: The application for variances from Section 919.03.M.5(a) is DENIED, withoutprejudice to resubmit a revised signage proposal.",False
4560 Friendship Ave - 16 of 2025.pdf,"April 3, 2025","April 24, 2025",16 of 2025,4560 Friendship Avenue,Variance, Section 911.02,Use of structure for two residential units,Decision: The use of the structure for two units with no off-street parking is legallynonconforming and may continue.,False
4568 PENN AVE - 406-16.pdf,"November 17, 2016","January 13, 2017",406 of 2016,4568 Penn Avenue,Special Exception, 911.04.A.57,Use of restaurant (general) in LNC District zoning district is a Special Exception.,"Decision: The Applicant's request for a special exception pursuant to Code Section911.04.A.57 and for variances from Code Sections 904.04.B.2 and 914.02 is herebyAPPROVED, subject to the conditions that the Applicant shall:1) Provide a minimum of 10 on-site bicycle parking spaces;2) Submit a Transportation Management Plan;3) Enclose and screen all trash receptacles; and4) The Applicant shall seek additional zoning approvals if and when it seeks todistribute beer off-site.Wwelaug, puprurLaShawn Burton-Faylk John J. Richardsonfor",True
4568 PENN AVE - 406-16.pdf,"November 17, 2016","January 13, 2017",406 of 2016,4568 Penn Avenue,Special Exception, 911.04.A.57,Accessory uses shall not occupy 25% of the gross floor area of the,"Decision: The Applicant's request for a special exception pursuant to Code Section911.04.A.57 and for variances from Code Sections 904.04.B.2 and 914.02 is herebyAPPROVED, subject to the conditions that the Applicant shall:1) Provide a minimum of 10 on-site bicycle parking spaces;2) Submit a Transportation Management Plan;3) Enclose and screen all trash receptacles; and4) The Applicant shall seek additional zoning approvals if and when it seeks todistribute beer off-site.Wwelaug, puprurLaShawn Burton-Faylk John J. Richardsonfor",True
4568 PENN AVE - 406-16.pdf,"November 17, 2016","January 13, 2017",406 of 2016,4568 Penn Avenue,Variance,| 904.04.B.2,primary use,"Decision: The Applicant's request for a special exception pursuant to Code Section911.04.A.57 and for variances from Code Sections 904.04.B.2 and 914.02 is herebyAPPROVED, subject to the conditions that the Applicant shall:1) Provide a minimum of 10 on-site bicycle parking spaces;2) Submit a Transportation Management Plan;3) Enclose and screen all trash receptacles; and4) The Applicant shall seek additional zoning approvals if and when it seeks todistribute beer off-site.Wwelaug, puprurLaShawn Burton-Faylk John J. Richardsonfor",True
4568 PENN AVE - 406-16.pdf,"November 17, 2016","January 13, 2017",406 of 2016,4568 Penn Avenue,Variance,914.02,On-site parking spaces required and 0 proposed,"Decision: The Applicant's request for a special exception pursuant to Code Section911.04.A.57 and for variances from Code Sections 904.04.B.2 and 914.02 is herebyAPPROVED, subject to the conditions that the Applicant shall:1) Provide a minimum of 10 on-site bicycle parking spaces;2) Submit a Transportation Management Plan;3) Enclose and screen all trash receptacles; and4) The Applicant shall seek additional zoning approvals if and when it seeks todistribute beer off-site.Wwelaug, puprurLaShawn Burton-Faylk John J. Richardsonfor",True
457 TAYLOR ST - ZBA CASE 238-18.pdf,"September 27, 2018","October 25, 2018",238 of 2018,457 Taylor St,Variance, 903.03.E.2,. ; Minimum 5’ front setback required and 0’ requested for parking.,Decision: The Applicant’s request for variances from Code Sections 903.03.E.2 and 912.04.F ishereby APPROVED.,True
457 TAYLOR ST - ZBA CASE 238-18.pdf,"September 27, 2018","October 25, 2018",238 of 2018,457 Taylor St,Variance,912.04.F,Building separation of 3’ required; 0’ requested.,Decision: The Applicant’s request for variances from Code Sections 903.03.E.2 and 912.04.F ishereby APPROVED.,True
46 - 18TH ST - ZBA CASE 149-18 .pdf,"June 28, 2018","August 23, 2018",149 of 2018,"46 18"" St",Variance, 919.03.M.8(d),requested.,Decision: The Applicant's request for dimensional variances from Section 919.03.M.8(d) ishereby APPROVED.ardson,True
46 - 18TH ST - ZBA CASE 149-18 .pdf,"June 28, 2018","August 23, 2018",149 of 2018,"46 18"" St",Variance, 919.03.M.8(d),Shall extend not more than 4ft and 4.5ft requested.,Decision: The Applicant's request for dimensional variances from Section 919.03.M.8(d) ishereby APPROVED.ardson,True
460 MELWOOD AVE 054-16.pdf,"January 21, 2016","February 18, 2016",54 of 2016,460 Melwood Avenue,Variance, 912.01.D,ry uses must be located on them same zoning lot and in,Decision: The Applicant's request for a variance from Code Section 912.01.D is herebyAPPROVED.,True
460 MELWOOD AVE 054-16.pdf,"January 21, 2016","February 18, 2016",54 of 2016,460 Melwood Avenue,Variance, 912.01.D,the same zoning district as the primary structure,Decision: The Applicant's request for a variance from Code Section 912.01.D is herebyAPPROVED.,True
460 S Graham Street - 128 of 2023.pdf,"September 14, 2023 (Virtual Hearing)","October 17, 2023",128 of 2023,460 South Graham Street,Special Exception, Section 911.02 Z,"Secondary School (Limited) Division of Development Administration and Review City of Pittsburgh, Department of City Planning 200 Ross Street, Third Floor Pittsburgh, Pennsylvania 15219 ONING BOARD OF ADJUSTMENT","Decision: The Applicant’s request for a special exception pursuant to Sections 911.02and 911.04.A.63 to allow the secondary school (limited) use is herebyAPPROVED, subject the operational details described to the Board and thecondition that enrollment shall not exceed 75 students without additionalreviews and required approvals.",False
4601 Friendship Ave - 49-S-58 - 201 of 2021.pdf,"September 16, 2021(Virtual Hearing)","October 14, 2021",201 of 2021,4601 Friendship Avenue,Variance, Section 914.02.A,Change from one nonconforming use to another,"Decision: The Applicant’s request for a special exception pursuant to Section 921.02.A.4to allow the change of use of the structure from the non-conformingconstruction contractor use to a print shop with a retail space is herebyAPPROVED, subject to compliance with the general hours of operation andoperational details described to the Board.",False
4601 LIBERTY AVE  218-14.pdf,"September 25, 2014","October 2, 2014",218 of 2014,4601 Liberty Avenue,Variance, | 925.06.A.3,Maximum 6 % ft high privacy fence is permitted and &ft pened |,Decision: The Applicant’s request for dimensional variance pursuant to Code 925.06.A.3 ishereby APPROVED.. Richardson,True
4603 STANTON AVE - ZBA CASE 201-18.pdf,"August 23, 2018","October 11, 2018",201 of 2018,4603 Stanton Avenue,Variance, 912.04.A,requested.,"Decision: The Applicant’s request for variances from Code Sections 912.04.A, 912.04.C,912.04.F, and 925.06.A.2 is hereby APPROVED.RECUSEDAlice B. Mitinger, Chair. Richardson",True
4604 CARLTON ST 157-14.pdf,"July 10, 2014","August 7, 2014",157 of 2014,4604 Carlton Street,Variance |, 925.06.C,Minimum 3ft interior side setback required and Oft requested |,Decision: The Applicant’s request for dimensional variance pursuant to Code 925.06.C ishereby APPROVED.,True
4604 MONONGAHELA ST - ZBA CASE 200-18.pdf,"August 23, 2018","October 11, 2018",200 of 2018,4604 Monongahela Street,Variance, 911.02,Restaurant (limited) is nota permitted use in R1D District.,Decision: The Applicant’s request for variances from Code Section 911.02 and 912.04.C and aspecial exception pursuant to Code Section 916.09 are hereby APPROVED.,True
4604 MONONGAHELA ST - ZBA CASE 200-18.pdf,"August 23, 2018","October 11, 2018",200 of 2018,4604 Monongahela Street,Variance,912.04.C,Minimum parking exterior side setback is 15’; 0’ requested,Decision: The Applicant’s request for variances from Code Section 911.02 and 912.04.C and aspecial exception pursuant to Code Section 916.09 are hereby APPROVED.,True
4604 MONONGAHELA ST - ZBA CASE 200-18.pdf,"August 23, 2018","October 11, 2018",200 of 2018,4604 Monongahela Street,Special,",",_ beg ees,Decision: The Applicant’s request for variances from Code Section 911.02 and 912.04.C and aspecial exception pursuant to Code Section 916.09 are hereby APPROVED.,True
4604 Plummer - 80-P-242 - Case 1 of 2021.pdf,"January 14, 2021 (Virtual Hearing)","February 12, 2021",1 of 2021,4604 Plummer Street,Variance, Sections 903.03.C/925.06.C,"3’ interior side setback required, 0’ proposed for primary structure",Decision: The Applicant’s request for variances from Sections 903.03.C.2 and 925.06.C ishereby APPROVED.,False
4604 Plummer - 80-P-242 - Case 1 of 2021.pdf,"January 14, 2021 (Virtual Hearing)","February 12, 2021",1 of 2021,4604 Plummer Street,Variance, Sections 903.03.C/925.06.C,"5’ interior side setback required, 0’ requested (roof deck and balcony)",Decision: The Applicant’s request for variances from Sections 903.03.C.2 and 925.06.C ishereby APPROVED.,False
"4606 Davison Street - 49-C-202, 204, 206, 208 - Case 22 of 2021.pdf","February 4, 2021 (Virtual Hearing)","March 11, 2021",22 of 2021,4606 Davison Street,Variance, Section 903.03.D.2,Maximum height limit 3 stories; 4 stories requested,Decision: The Applicant’s request for a variance from Section 903.03.D.2 to allow a fourthstory for each of the structures on the four separate parcels is herebyAPPROVED.,False
4609 - BUTLER ST - ZBA CASE 169-18.pdf,"July 19, 2018","September 13, 2018",169 of 2018,4609 Butler St,Special, 911.02,Use as restaurant (general) is a Special Exception within the,"Decision: The Applicant’s request for a special exception pursuant to Code Section 911.02 andfor variances from Code Sections 914.02.A and 914.10.A is hereby APPROVED,subject to the following conditions:1. At jeast 10 off-site parking spaces and/or a valet or shuttle service must beprovided;The food hall manager must develop and enforce a specific plan for loading andunloading requirements for the various vendors;The Port Authority Job Perks Program shall be made available to all employees;Shower facilities shall be provided for employees;Employee use of public transit to and from work shall be subsidized, withreimbursement for ride share services provided, when necessary;Employees shall be provided incentives to bike or walk to work; andPatrons shall be provided incentives to bike to the restaurant or make use of ride-share services.John J. Righardson",True
4609 and 4751 BUTLER ST - 80-P-202 and 80-K-278 - ZBA CASE 245-19 and 246-19 CONSOLIDATED.pdf,,"February 6, 2020 (extension granted)", 245 and 246 of 2019 (Consolidated),: 4609 and 4751 Butler Street,Special, 911.02 and,Use as restaurant (general) is a Special Exception in LNC,"Decision: The Applicant’s request for special exceptions pursuant to Code Sections 911.02,911.04.A.44, 911.04.A.57, 914.07.D.2 and 914.07.G.2(a) and a dimensional variancefrom Section 914.09.A.1 is hereby APPROVED, subject to compliance with theprovisions. of the Alternative Access and Parking Plan, as presented to the Board,and the provision of 6 on-site bicycle parking spaces.John'J. Richafdson",True
4609 and 4751 BUTLER ST - 80-P-202 and 80-K-278 - ZBA CASE 245-19 and 246-19 CONSOLIDATED.pdf,,"February 6, 2020 (extension granted)", 245 and 246 of 2019 (Consolidated),: 4609 and 4751 Butler Street,"Special Appeal, 131 A",".2d 587, 596 (Pa. 19","57). Opinions, without more substantive evidence, do not satisfy the","Decision: The Applicant’s request for special exceptions pursuant to Code Sections 911.02,911.04.A.44, 911.04.A.57, 914.07.D.2 and 914.07.G.2(a) and a dimensional variancefrom Section 914.09.A.1 is hereby APPROVED, subject to compliance with theprovisions. of the Alternative Access and Parking Plan, as presented to the Board,and the provision of 6 on-site bicycle parking spaces.John'J. Richafdson",True
4612 Bayard St - 84 of 2023.pdf,"July 20, 2023 (Virtual Hearing)","August 23, 2023",84 of 2023,4612 Bayard Street,Variance, Section 912.01,"Accessory uses must be located in the same zoning district as the primary use. The building lot and parking area are zoned OPR-B and RM-VH, respectively.","Decision: The Applicant’s request for variances from Sections 903.03.2, 918.02.A.4, and912.01, and a special exception pursuant to Sections 916.04.C and 916.09 toallow for the construction of a 44-space parking lot is hereby APPROVED,subject to the condition that the curb cut shall be approved by the Departmentof Mobility and Infrastructure and that landscaping and screening shall beprovided as presented to the Board.",False
4612 Bayard St - 84 of 2023.pdf,"July 20, 2023 (Virtual Hearing)","August 23, 2023",84 of 2023,4612 Bayard Street,Variance, Section 912.01,Parking and loading shall not,"Decision: The Applicant’s request for variances from Sections 903.03.2, 918.02.A.4, and912.01, and a special exception pursuant to Sections 916.04.C and 916.09 toallow for the construction of a 44-space parking lot is hereby APPROVED,subject to the condition that the curb cut shall be approved by the Departmentof Mobility and Infrastructure and that landscaping and screening shall beprovided as presented to the Board.",False
4612 Bayard St - 84 of 2023.pdf,"July 20, 2023 (Virtual Hearing)","August 23, 2023",84 of 2023,4612 Bayard Street,Special Exception,Sections 916.04.C/916.09,be located within 15’ of residential zoned property,"Decision: The Applicant’s request for variances from Sections 903.03.2, 918.02.A.4, and912.01, and a special exception pursuant to Sections 916.04.C and 916.09 toallow for the construction of a 44-space parking lot is hereby APPROVED,subject to the condition that the curb cut shall be approved by the Departmentof Mobility and Infrastructure and that landscaping and screening shall beprovided as presented to the Board.",False
4612 Bayard St - 84 of 2023.pdf,"July 20, 2023 (Virtual Hearing)","August 23, 2023",84 of 2023,4612 Bayard Street,Variance,Section 903.03.E.2,"25’ minimum front setback required, 4’ requested","Decision: The Applicant’s request for variances from Sections 903.03.2, 918.02.A.4, and912.01, and a special exception pursuant to Sections 916.04.C and 916.09 toallow for the construction of a 44-space parking lot is hereby APPROVED,subject to the condition that the curb cut shall be approved by the Departmentof Mobility and Infrastructure and that landscaping and screening shall beprovided as presented to the Board.",False
4612 Bayard St - 84 of 2023.pdf,"July 20, 2023 (Virtual Hearing)","August 23, 2023",84 of 2023,4612 Bayard Street,Variance,Section 903.03.E.2,"25’ minimum rear setback required, 0’ requested","Decision: The Applicant’s request for variances from Sections 903.03.2, 918.02.A.4, and912.01, and a special exception pursuant to Sections 916.04.C and 916.09 toallow for the construction of a 44-space parking lot is hereby APPROVED,subject to the condition that the curb cut shall be approved by the Departmentof Mobility and Infrastructure and that landscaping and screening shall beprovided as presented to the Board.",False
4612 Bayard St - 84 of 2023.pdf,"July 20, 2023 (Virtual Hearing)","August 23, 2023",84 of 2023,4612 Bayard Street,Variance,Section 903.03.E.2,"10’ minimum interior side setback required, 0’ requested","Decision: The Applicant’s request for variances from Sections 903.03.2, 918.02.A.4, and912.01, and a special exception pursuant to Sections 916.04.C and 916.09 toallow for the construction of a 44-space parking lot is hereby APPROVED,subject to the condition that the curb cut shall be approved by the Departmentof Mobility and Infrastructure and that landscaping and screening shall beprovided as presented to the Board.",False
4612 Bayard St - 84 of 2023.pdf,"July 20, 2023 (Virtual Hearing)","August 23, 2023",84 of 2023,4612 Bayard Street,Variance,Section 918.03.A.4,No screening proposed along northerly and southerly sides of off street parking area,"Decision: The Applicant’s request for variances from Sections 903.03.2, 918.02.A.4, and912.01, and a special exception pursuant to Sections 916.04.C and 916.09 toallow for the construction of a 44-space parking lot is hereby APPROVED,subject to the condition that the curb cut shall be approved by the Departmentof Mobility and Infrastructure and that landscaping and screening shall beprovided as presented to the Board.",False
4612 Lytle St - 88 of 2025.pdf,"July 10, 2025","July 17, 2025",88 of 2025,4612 Lytle Street,Variance, Section 909.01.Q.5.F.i,14’ minimum ground floor height; 13’-6” ground floor height proposed,Decision: The Applicant’s request for a variance from Section 909.01.Q.5.F.i to allow forthe construction of a multi-unit residential building with a 13’-6” ground floorheight is hereby APPROVED.,False
4613 FRIENDSHIP AVE - 117-16.pdf,"May 5, 2016","June 2, 2016",117 of 2016,4613 Friendship Avenue,Variance, 903.03.D.2,Minimum 5ft interior side setback required and Oft requested |,Decision: The Applicant’s request for a dimensional variance from Code Section 903.03.D.2 ishereby APPROVED.,True
4617 BUTLER ST - 80-P-204 - ZBA CASE 169-19.pdf,"August 15, 2019","September 19, 2019",169 of 2019,4617 Butler Street,Special, 916.09 /,"The minimum residential compatible rear setback is 15’, 0’","Decision: The Applicant’s request for a special exception to Code Section 916.09 is herebyAPPROVED.ce B. MitinTger, Chair y( ).LaShawn Burton-Fasulka le hy John J. Rich LV",True
4623 BANCROFT ST ZBA CASE 260-18.pdf,"October 25, 2018","November 29, 2018",260 of 2018,4623 Bancroft Street,Variance, 903.03.D.2,Minimum 8’ interior side setback required and 0’ requested for decks.,"Decision: The Applicant’s request for variances from Code Section 903.03.D.2 and 925.06.C ishereby APPROVED.ice B. Mir, ChairaShawn Burton-Faulk/",True
4623 BANCROFT ST ZBA CASE 260-18.pdf,"October 25, 2018","November 29, 2018",260 of 2018,4623 Bancroft Street,Variance,925.06.C,Minimum 3 interior side setback required and 0’ requested for dwelling unit.,"Decision: The Applicant’s request for variances from Code Section 903.03.D.2 and 925.06.C ishereby APPROVED.ice B. Mir, ChairaShawn Burton-Faulk/",True
4625 Homeridge Drive - 91-L-306 - 176 of 2022.pdf,"August 18, 2022 (Virtual Hearing)","September 29, 2022",176 of 2022,4625 Homeridge Drive,Variance, Section 912.04.K(1),"Fences in exterior side yards shall be no higher than 4’ and open in exterior side yards, 5’ high privacy fence proposed","Decision: The Applicant’s request for variances from Section 912.04.L(2) and 912.04.K(1)to allow for a parking pad in an exterior side yard, as intended for the storageof a camper and trailer, and for a 5’ high fence in an exterior side yard ishereby DENIED.",False
4625 Homeridge Drive - 91-L-306 - 176 of 2022.pdf,"August 18, 2022 (Virtual Hearing)","September 29, 2022",176 of 2022,4625 Homeridge Drive,Variance,Section 912.04.L(2),Parking prohibited in exterior side yard,"Decision: The Applicant’s request for variances from Section 912.04.L(2) and 912.04.K(1)to allow for a parking pad in an exterior side yard, as intended for the storageof a camper and trailer, and for a 5’ high fence in an exterior side yard ishereby DENIED.",False
4625 Homeridge Drive - 91-L-306 - 176 of 2022.pdf,"August 18, 2022 (Virtual Hearing)","September 29, 2022",176 of 2022,4625 Homeridge Drive,Variance,Section 926.164,Parking areas shall only be used to store automobiles; storage of a trailer and camper in parking area proposed,"Decision: The Applicant’s request for variances from Section 912.04.L(2) and 912.04.K(1)to allow for a parking pad in an exterior side yard, as intended for the storageof a camper and trailer, and for a 5’ high fence in an exterior side yard ishereby DENIED.",False
4632 CENTRE AVE - 376-16.pdf,"January 26, 2017","February 16, 2017",376 of 2016,4632 Centre Avenue,Special Exception, 914.07.G.2(a),On-site parking spaces are required and an off-site location is requested,Decision: The Applicants request for special exceptions pursuant to Code Sections914.07.G.2(a) and 914.10.A are hereby APPROVED.,True
4632 CENTRE AVE - 376-16.pdf,"January 26, 2017","February 16, 2017",376 of 2016,4632 Centre Avenue,Special, 914.07.G.2(a),One on-site loading space is required and one loading space on,Decision: The Applicants request for special exceptions pursuant to Code Sections914.07.G.2(a) and 914.10.A are hereby APPROVED.,True
4635 BUTLER ST - 80-P-314 - ZBA CASE 168-19.pdf,"August 15, 2019","September 27, 2019",168 of 2019,4635 Butler Street,Variance, | 904.02.B.2,Accessory uses shall not exceed 25% of the primary uses’ floor,"Decision: The Applicant's request for special exceptions pursuant to Code Sections 911.02 and916.09 and a variance from Code Section 904.02.B.2 is hereby APPROVED, subjectto the following conditions:. The Port Authority Job Perks Program shall be made available to all eligibleemployees;. Incentives shall be provided to patrons who bike or use ride-sharing services to thebar and/or restaurant;. Any amplified music shall be limited to the boundaries of the site;. The outdoor areas shall close by 11 p.m. on Sundays through Thursdays, and by 12a.m. on Fridays and Saturdays;. The community groups shall be provided with reasonable advance notice of anylarge outdoor events/entertainment; andUse of the outdoor areas shall comply with the occupancy limitations on those areas.. Mitinger, ChairLaShawn Burton-Faulk John J. Richardson(oe",True
